index_name;items
inteligência_emocional;"os dados mostram que os programas sel geraram grandes benefícios no desempenho acadêmico, conforme demonstram os resultados de teste de desempenho e média de notas. nas escolas que adotaram os programas, mais de 50% das crianças tiveram progresso nas suas pontuações de desempenho e mais de 38% melhoraram suas médias. os programas sel também tornaram as escolas mais seguras: ocorrências de mau comportamento caíram em média 28%; as suspensões, 44%; e outros atos disciplinares, 27%. ao mesmo tempo, a percentagem de presença aumentou, enquanto 63% dos alunos demonstraram um comportamento significativamente mais positivo. no mundo da pesquisa em ciências sociais, estes são resultados extraordinários para qualquer programa que se destine a promover mudanças comportamentais. o sel cumpriu sua promessa."
inteligência_emocional;conceito. mark greenberg, da universidade estadual da pensilvânia, co-criador do currículo paths (sigla de parents and teachers helping students — pais e professores ajudando alunos) do sel, relata não só que esse programa para estudantes do ensino fundamental aumenta o desempenho acadêmico, mas também que, ainda mais significativamente, grande parte da melhora na aprendizagem pode ser atribuída ao aperfeiçoamento da atenção e da memória funcional, funções-chave do córtex pré-frontal.2 isto sugere veementemente que a neuroplasticidade — a modelagem do cérebro através de experiências repetidas — exerce um papel crucial nos benefícios do sel.
inteligência_emocional;talvez minha maior surpresa tenha sido o impacto do qe no mundo dos negócios, principalmente nas áreas de liderança e desenvolvimento de funcionários (uma forma de educação para adultos). a harvard business review saudou a inteligência emocional como “uma idéia inovadora, capaz de destruir paradigmas”, uma das idéias empresariais mais influentes da década.
inteligência_emocional;no mundo dos negócios, este tipo de afirmação, muitas vezes, não passa de um modismo, sem nenhuma substância. porém, neste caso, houve a participação de uma ampla rede de pesquisadores, garantindo que a aplicação do qe seja baseada em dados sólidos. o consórcio para pesquisa sobre inteligência emocional em organizações (creio, na sigla em inglês), na universidade de rutgers, foi o pioneiro na catalisação desse trabalho científico, colaborando com organizações que vão desde o escritório de gerenciamento de pessoal do governo federal até a american express.
inteligência_emocional;hoje em dia, as empresas de todo o mundo olham rotineiramente através das lentes do qe para contratar, promover e desenvolver seus empregados. por exemplo, a johnson & johnson (outro membro do creio) descobriu que, em filiais do mundo inteiro, os funcionários que em meio de carreira possuíam um maior potencial de liderança tinham aptidões de qe muito melhores do que seus colegas menos promissores. o creio continua auxiliando esse tipo de pesquisa, que pode fornecer diretrizes baseadas em provas para organizações interessadas em aprimorar sua capacidade de alcançar seus objetivos profissionais ou cumprir uma missão.
inteligência_emocional;"nessa área; enquanto em 1995 não havia praticamente nenhuma literatura científica sobre qe, hoje em dia o campo possui legiões de pesquisadores. uma pesquisa no catálogo de teses de doutorado investigando os aspectos da inteligência emocional revela mais de setecentas escritas até hoje, com muitas outras a serem entregues — isso sem mencionar os estudos feitos por professores e outras pessoas não listados naquele catálogo.3"
inteligência_emocional;o crescimento dessa área de estudo deve muito a mayer e salovey que — juntamente com seu colega david caruso, um consultor de negócios — trabalharam incansavelmente em prol da aceitação científica da inteligência emocional. ao formular uma teoria da inteligência emocional cientificamente defensável e fornecer uma mensuração dessa capacidade na vida real, eles estabeleceram um impecável padrão de pesquisa para o campo.
inteligência_emocional;uma outra fonte importante para a germinação das descobertas acadêmicas sobre qe foi reuven bar-on, atualmente no braço médico da universidade do texas, em houston, cuja própria teoria de qe — e entusiasmo dinâmico — inspirou diversos estudos que se utilizam de uma medida que ele inventou. bar-on também teve um grande papel na produção e edição de livros acadêmicos que ajudaram a dar vulto crítico ao campo, incluindo o manual de inteligência emocional.
inteligência_emocional;o crescimento do campo de estudos do qe enfrentou oposições encarniçadas no mundo mesquinho dos acadêmicos da inteligência, principalmente daqueles que consideram o qi a única medida aceitável das aptidões humanas. não obstante, o campo emergiu como um paradigma vibrante. todo modelo teórico relevante, observou o filósofo da ciência thomas kuhn, deve ser progressivamente revisado e aperfeiçoado na medida em que suas premissas passam por testes mais rigorosos. no caso do qe, esse processo parece estar perfeitamente em curso.
inteligência_emocional;existem atualmente três modelos principais de qe, com dezenas de variações. cada um deles representa uma perspectiva diferente. o de salovey e mayer se apóia com firmeza na tradição de inteligência concebida pelo trabalho original sobre qi, de um século atrás. o modelo trazido por reuven bar-on se baseia na sua pesquisa sobre o bem-estar. e o meu modelo se concentra no desempenho no trabalho e na liderança organizacional, misturando a teoria do qe com décadas de pesquisa sobre a modelação de competências que separam indivíduos notáveis dos medianos.
inteligência_emocional;que “o qe é responsável por 80% do sucesso”. esta afirmação é absurda.
inteligência_emocional;essa interpretação equivocada vem do dado que sugere que o qi é responsável por 20% do sucesso profissional. o fato de esta estimativa — e é só uma estimativa — deixar uma grande parcela do sucesso sem esclarecimento nos obriga a buscar outros fatores para explicar o restante. no entanto, isto não significa que a inteligência emocional representa os outros fatores do sucesso: eles certamente compreendem uma gama muito ampla de forças — desde a condição financeira e educação da família em que nascemos, até temperamento, pura sorte e afins —, além da inteligência emocional.
inteligência_emocional;conforme apontam john mayer e seus colegas: “para o leitor ingênuo, trazer à tona a ‘variação não-explicada de 80%’ sugere que deve haver de fato uma variação até o momento ignorada que pode prever grandes porções de sucesso na vida. embora isso seja conveniente, nenhuma variação estudada em um século de psicologia deu uma colaboração tão grande.”4
inteligência_emocional;um outro equívoco comum se dá através da aplicação imprudente do subtítulo original do livro — “porque ela pode ser mais importante do que o qi” — em áreas como desempenho acadêmico, onde ele não se aplica sem as devidas ressalvas. a forma mais extrema deste equívoco é o mito de que o qe “é mais importante do que o qi” em qualquer área.
inteligência_emocional;a inteligência emocional prevalece sobre o qi apenas naquelas áreas “tenras” nas quais o intelecto é relativamente menos relevante para o sucesso — nas quais, por exemplo, autocontrole emocional e empatia podem ser habilidades mais valiosas do que aptidões meramente cognitivas.
inteligência_emocional;como se sabe, algumas dessas áreas são extremamente importantes em nossas vidas. a saúde vem logo à mente (conforme pormenorizado no capítulo 11), no sentido de que emoções perturbadoras e relacionamentos nocivos já foram identificados como fatores de risco para doenças. aqueles que conseguem gerenciar suas vidas emocionais com mais serenidade e autoconsciência parecem ter uma vantagem clara e considerável na saúde.
inteligência_emocional;descobertas sobre a liderança nos negócios e nas profissões pintam um quadro mais complexo (capítulo 10). a pontuação de qi prognostica muito bem se podemos arcar com os desafios cognitivos que uma determinada posição nos oferece. centenas, talvez milhares, de estudos demonstraram que o qi prevê quais níveis uma pessoa pode exercer numa carreira. isto é inquestionável.
inteligência_emocional;porém o qi cai por terra quando a questão é prognosticar quem, em meio a um grupo talentoso de candidatos dentro de uma profissão intelectualmente exigente, será o melhor líder. isto se dá em parte por conta do “efeito do andar de cima”: todos aqueles nos altos escalões de uma determinada profissão, ou nos níveis superiores de uma grande organização, já foram peneirados em termos de intelecto e destreza. nesses níveis elevados, um qi alto se torna uma habilidade “liminar”, necessária para simplesmente entrar e continuar no jogo.
inteligência_emocional;conforme propus no meu livro de 1998, trabalhando com a inteligência emocional, as habilidades de qe — e não o qi ou aptidões técnicas — emergem como a competência “discriminatória” que prevê da melhor forma quem dentre um grupo de pessoas muito inteligentes será o líder mais hábil. se examinarmos as competências que as organizações em todo o mundo determinaram ser as que identificam seus principais líderes, descobriremos que os indicadores de qi e aptidões técnicas caem para o final da lista quanto mais alto for o cargo. (o qi e as aptidões técnicas são fortes indicadores de excelência em empregos menos qualificados.)
inteligência_emocional;desenvolvi esta questão de forma mais abrangente no meu livro de 2002, o poder da inteligência emocional: a experiência de liderar com sensibilidade e eficácia (em co- autoria com richard boyatzis e annie mckee). nos níveis mais altos, os modelos de competência para liderança consistem geralmente em algo em torno de 80% a 100% de habilidades do tipo qe. nas palavras do diretor de pesquisa de uma empresa de seleção de executivos, “os ceos são contratados por seu intelecto e habilidade empresarial — e são despedidos por falta de inteligência emocional”.
inteligência_emocional;páginas.
inteligência_emocional;em trabalhando com a inteligência emocional, propus uma estrutura que reflete como os aspectos fundamentais do qe — autoconsciência, autocontrole, consciência social e a habilidade de gerenciar relacionamentos — se traduzem em sucesso profissional. ao fazer isso, peguei emprestado um conceito de david mcclelland, o psicólogo de harvard que foi meu mentor na graduação: competência.
inteligência_emocional;enquanto a inteligência emocional determina nosso potencial para aprender os fundamentos do autodomínio e afins, nossa competência emocional mostra o quanto desse potencial dominamos de maneira que ele se traduza em capacidades profissionais. para ser versado em uma competência emocional como atendimento ao consumidor ou trabalho em equipe, é preciso possuir uma habilidade subjacente nos fundamentos do qe, especificamente consciência social e gerenciamento de relacionamentos. mas as competências emocionais são habilidades aprendidas: o fato de uma pessoa possuir consciência social e aptidão para gerenciar relacionamentos não garante que ela tenha dominado o aprendizado adicional necessário para lidar com um cliente a contento ou resolver um conflito. essa pessoa apenas tem o potencial de se tornar hábil nessas competências.
inteligência_emocional;novamente, uma habilidade de qe se faz necessária, embora não seja suficiente, para manifestar uma determinada competência ou aptidão profissional. seria possível fazer uma analogia cognitiva com um aluno que possui excelentes habilidades espaciais, mas não consegue nem aprender geometria, quanto mais se tornar um arquiteto. assim, uma pessoa pode ser muito empática, porém péssima em lidar com clientes — se não tiver aprendido a competência para o atendimento de clientes. (para aquelas almas superdedicadas que quiserem entender como o meu modelo atual abarca vinte e poucas competências emocionais dentro dos quatro grupos de qe, vejam o apêndice de o poder da inteligência emocional.)
inteligência_emocional;—, sejam quais forem os números gerais.)
inteligência_emocional;porém, um grupo mais recente de crianças, avaliado em 1999, parece ter progredido consideravelmente, mostrando resultados muito melhores do que aquelas do fim da década de 1980, embora não tenham recuperado os níveis registrados em meados da década de 1970.5 é fato que os pais ainda estão inclinados a reclamar dos filhos de uma forma geral e ainda se preocupam que seus filhos estejam andando com “más companhias” — as queixas parecem piores do que nunca. mas a tendência é nitidamente ascendente.
inteligência_emocional;francamente, estou estupefato. havia conjeturado que as crianças de hoje seriam vítimas involuntárias dos progressos econômico e tecnológico, inábeis em qe porque seus pais passam mais tempo no trabalho do que as gerações anteriores, porque a mobilidade crescente cortou os laços com a família mais ampla e porque o tempo “livre” se tornou estruturado e organizado demais. afinal, a inteligência emocional sempre foi tradicionalmente transmitida nos momentos da vida cotidiana — com os pais e os parentes, e na desordem das brincadeiras livres — que os jovens estão perdendo.
inteligência_emocional;e também há o fator tecnológico. atualmente, as crianças passam mais tempo sozinhas do que nunca na história da humanidade, olhando para um monitor. isso significa um experimento natural numa escala sem precedentes. essas crianças peritas em tecnologia, quando se tornarem adultas, se sentirão tão confortáveis com outras pessoas como se sentem com seus computadores? em vez disso, desconfio que uma infância cuja relação seja com um mundo virtual desprepararia nossos jovens para as relações face a face.
inteligência_emocional;esses foram meus argumentos. não aconteceu nada na década anterior que revertesse essas tendências. mesmo assim, ainda bem, as crianças parecem estar se saindo melhor.
inteligência_emocional;"thomas achenbach, o psicólogo da universidade de vermont que fez esses estudos, conjetura que o boom econômico da década de 1990 beneficiou não só os adultos, como também as crianças; mais empregos e menos criminalidade resultou em crianças mais bem cuidadas. caso haja outra recessão econômica grave, ele sugere, nós nos depararíamos com uma outra queda nesse grau de habilidades para a vida das crianças. pode ser que sim; só o tempo dirá."
inteligência_emocional;a hipervelocidade na qual o qe se tornou um tema importante em inúmeros campos dificulta previsões, mas deixe- me oferecer algumas idéias do que espero para essa área no futuro próximo.
inteligência_emocional;privilegiados, como executivos de alto nível e crianças de escolas particulares. é claro que muitas crianças em bairros pobres também se beneficiaram — por exemplo, se suas escolas adotaram o sel. porém, quero encorajar uma maior democratização desse tipo de desenvolvimento de habilidades humanas, alcançando blocos geralmente negligenciados, como as famílias pobres (nas quais as crianças muitas vezes sofrem danos emocionais que pioram ainda mais a situação delas) e as prisões (principalmente os delinqüentes juvenis que poderiam se beneficiar enormemente de habilidades reforçadoras como controle da raiva, autoconsciência e empatia). uma vez ajudados com essas habilidades, suas vidas poderiam melhorar e suas comunidades se tornariam mais seguras.
inteligência_emocional;também gostaria de ver um aumento do raio de ação do próprio pensamento sobre a inteligência emocional, saltando de um foco nas capacidades do indivíduo para um foco naquilo que surge quando as pessoas interagem, seja no caso de um indivíduo para outro ou em grupos maiores. algumas pesquisas já parecem ter dado esse salto, especialmente no trabalho da psicóloga vanessa druskat, da universidade de new hampshire, sobre como grupos podem se tornar emocionalmente inteligentes. mas pode-se fazer muito mais.
inteligência_emocional;prefácio à edição brasileira escrevi inteligência emocional em meio a uma sensação de crise civil nos estados unidos onde há um aumento crescente dos índices de criminalidade, suicídios, abuso de drogas e outros indicadores de mal-estar social, sobretudo entre os jovens. acredito que o único remédio capaz de debelar esses sintomas de doença social seja uma nova forma de interagirmos no mundo — com a inteligência emocional no brasil me dizem que já há sinais, nesse país, que apontam para a emergência de uma alienação e pressão sociais que, se não contidas, podem levar a colapsos bastante sérios na teia das relações sociais.
inteligência_emocional;nos países desenvolvidos, a tendência é para um individualismo exacerbado, o que acarreta, conseqüentemente, uma competitividade cada vez maior — isso pode ser constatado nos postos de trabalho e no meio universitário. essa visão de mundo traz consigo o isolamento e a deterioração das relações sociais. a lenta desintegração da vida em comunidade e a necessidade de auto-afirmação estão acontecendo, paradoxalmente, num momento em que as pressões econômico- sociais estão a exigir maior cooperação e envolvimento entre os indivíduos.
inteligência_emocional;além dessa situação que reflete um mal-estar social, há indicadores de um crescente desconforto emocional, sobretudo entre as crianças. parece-me que a infância — um período crucial para a formação do adulto —, neste mundo em que estamos vivendo, deva merecer uma atenção maior de parte daqueles que são os principais responsáveis pelas crianças: pais e professores.
inteligência_emocional;os pais, em nossos dias, exercem sua paternidade sob tensões e pressões de ordem econômica que não existiam na época de nossos avós. o que eu proponho é que esses pais dediquem o tempo que lhes sobra para ajudar seus filhos a dominarem as habilidades humanas essenciais que são necessárias, não só para lidar com as próprias emoções, como para o estabelecimento de relações humanas verdadeiramente significativas.
inteligência_emocional;o desafio de aristóteles qualquer um pode zangar-se — isso é fácil. mas zangar-se com a pessoa certa, na medida certa, na hora certa, pelo motivo certo e da maneira certa — não é fácil. aristóteles, ética a nicômaco era verão em nova york e, naquela tarde, fazia um calor sufocante, insuportável. as pessoas andavam pelas ruas mal- humoradas, em visível desconforto. na avenida madison, peguei um ônibus para voltar para o hotel. ao entrar, fui surpreendido com a saudação que veio do motorista: “oi, como vai?” esse homem negro de meia-idade e largo sorriso repetiu a mesma saudação a todos os outros passageiros que foram entrando ao longo do percurso no denso tráfego do centro da cidade. todos, como eu, se surpreendiam, mas, porque estavam com o humor comprometido pelas condições climáticas do dia, poucos retribuíram o cumprimento. à medida que o ônibus se arrastava pelo traçado quadriculado do centro da cidade, porém, uma transformação mágica foi gradativamente ocorrendo. para nosso deleite, o motorista encetou um animado comentário sobre o cenário à nossa volta: havia uma liquidação sensacional naquela loja, uma exposição maravilhosa naquele museu, já souberam do novo filme que acabou de estrear ali na esquina? o prazer dele com a riqueza de possibilidades que a cidade oferecia contagiou a todos. ao descerem do ônibus, as pessoas já haviam se despido da couraça de mau humor com que tinham entrado, e, quando o motorista lhes dirigiu o sonoro “até logo, tenha um ótimo dia!”, todas lhe deram uma resposta sorridente.
inteligência_emocional;a última década tem presenciado um constante bombardeio de notícias desse gênero, que retratam o aumento de inépcia emocional, desespero e inquietação na família, nas comunidades e em nossas vidas em coletividade. esses anos têm escrito a crônica de uma raiva e desespero crescentes, seja na calma solidão das crianças trancadas com a tv que lhes serve de babá, no sofrimento das crianças abandonadas, esquecidas ou maltratadas, ou na desagradável intimidade da violência conjugal. o alastramento desse mal-estar pode ser visto através de estatísticas que demonstram um aumento mundial dos casos de depressão e nos indicadores de uma repentina onda de agressão — adolescentes que vão armados para a escola, infrações de trânsito na estrada que terminam em tiros, ex- empregados descontentes que massacram antigos colegas de trabalho. abuso emocional, drive-by shooting[1] e tensão pós- traumática entraram no léxico do americano comum na última década, e o slogan do momento passou do cordial “tenha um bom dia” para o petulante “faça o meu dia valer a pena”.
inteligência_emocional;este livro é um guia que se destina a procurar sentido no que não tem sentido. na qualidade de psicólogo e, na última década, de jornalista do the new york times, venho acompanhando o progresso dos estudos científicos sobre a irracionalidade. dessa perspectiva, observei duas tendências opostas: uma, que retrata a crescente calamidade na vida emocional partilhada pelos indivíduos, e outra, que oferece soluções auspiciosas para esse problema. por que este exame agora? a última década, apesar de todas as coisas ruins que nos ofereceu, por outro lado assistiu a uma explosão inédita de estudos científicos sobre a emoção. o que mais impressiona é que agora podemos ver o cérebro em funcionamento, graças às novas tecnologias que permitem a obtenção de imagens desse órgão. elas tornaram visível, pela primeira vez na história humana, o que sempre foi um grande mistério: como atua essa intricada quantidade de células enquanto pensamos e sentimos, imaginamos e sonhamos. essa inundação de dados neurobiológicos permite que entendamos, hoje mais do que nunca, como os centros nervosos nos levam à raiva ou às lágrimas e como partes mais primitivas do cérebro, que nos incitam a fazer a guerra e o amor, são canalizadas para o melhor ou o pior. essa luz sem precedentes sobre os mecanismos das emoções e suas deficiências põe em foco alguns novos remédios para nossa crise emocional coletiva.
inteligência_emocional;suficientemente completa para escrever este livro. essas observações vêm com um certo atraso, em grande parte porque o lugar dos sentimentos na vida mental foi, ao longo dos anos, surpreendentemente desprezado pela pesquisa, fazendo das emoções um continente pouco explorado pela psicologia científica. essa lacuna propiciou uma enxurrada de livros de auto-ajuda, conselhos bem-intencionados baseados, na melhor das hipóteses, em opiniões clínicas, mas com pouca ou nenhuma base científica. agora a ciência pode finalmente abordar com autoridade essas questões urgentes e desorientadoras da psique, no que ela tem de mais irracional, para mapear com alguma precisão o coração humano.
inteligência_emocional;esse mapeamento lança um desafio àqueles que são adeptos de uma visão estreita da inteligência, e que por isto entendem que o qi é um dado genético impossível de ser alterado pela experiência de vida, e que nosso destino é, em grande parte, determinado pela aptidão intelectual recebida geneticamente. esse argumento não considera a questão mais desafiante: o que podemos mudar para ajudar nossos filhos a se sentirem melhor? que fatores entram em jogo, por exemplo, quando pessoas de alto qi malogram e aquelas com um qi modesto se saem surpreendentemente bem? eu diria que o que faz a diferença são aptidões aqui chamadas de inteligência emocional, as quais incluem autocontrole, zelo e persistência, e a capacidade de automotivação. e essas aptidões, como vamos ver, podem ser ensinadas às crianças, na medida em que lhes proporcionam a oportunidade de lançar mão de qualquer que seja o potencial intelectual que lhes tenha sido legado pela loteria genética.
inteligência_emocional;"exigem são precisamente estas: autocontrole e piedade. nossa viagem neste livro, eu atuo como um guia numa viagem através de percepções científicas acerca das emoções, uma viagem que visa levar maior compreensão a alguns dos mais intrigantes momentos de nossas vidas e do mundo que nos cerca. o fim da jornada é entender o que significa — e como — levar inteligência à emoção. essa compreensão, por si só, pode ajudar, em certa medida; levar a cognição para o campo do sentimento tem um efeito meio parecido com o impacto causado pelo observador no nível da física quântica, que altera o que está sendo observado."
inteligência_emocional;nossa viagem começa na parte um, com as novas descobertas sobre a arquitetura emocional do cérebro, as quais explicam aqueles momentos mais desconcertantes de nossas vidas, quando o sentimento esmaga toda racionalidade. a compreensão da interação existente entre as estruturas do cérebro que comandam nossos momentos de ira e medo — ou paixão e alegria — revela muito sobre certos hábitos emocionais adquiridos que solapam nossas melhores intenções, e também sobre o que podemos fazer para dominar impulsos destruidores ou que já trazem consigo a própria destruição. mais importante ainda, os dados fornecidos pela pesquisa em neurologia sugerem a existência de uma boa oportunidade para moldar os hábitos emocionais de nossos filhos.
inteligência_emocional;"a parada seguinte de nossa viagem, a parte dois deste livro, mostra como os dados neurológicos atuam sobre o instinto básico para viver chamado inteligência emocional: por exemplo, poder controlar o impulso emocional; interpretar os sentimentos mais íntimos de outrem; lidar tranqüilamente com relacionamentos — como disse aristóteles, a rara capacidade de “zangar-se com a pessoa certa, na medida certa, na hora certa, pelo motivo certo e da maneira certa”. (os leitores que não sentem atração por detalhes neurológicos talvez prefiram passar diretamente para essa parte.)"
inteligência_emocional;saúde física quanto fumar desbragadamente e como o equilíbrio emocional preserva a nossa saúde e bem-estar.
inteligência_emocional;"nossa herança genética nos dota de uma série de referenciais que determinam nosso temperamento. mas os circuitos cerebrais envolvidos são extraordinariamente maleáveis; temperamento não é destino. como mostra a parte quatro, as lições emocionais que aprendemos na infância, seja em casa ou na escola, modelam os circuitos emocionais, tornando-nos mais aptos — ou inaptos — nos fundamentos da inteligência emocional. isso significa que a infância e a adolescência são ótimas oportunidades para determinar os hábitos emocionais básicos que irão governar nossas vidas."
inteligência_emocional;a parte cinco examina que riscos aguardam aqueles que, ao chegarem à maturidade, não dominam o campo emocional — como as deficiências em inteligência emocional ampliam a gama de riscos, desde a depressão ou uma vida de violência até os distúrbios alimentares e o vício em drogas. e relata como escolas pioneiras estão ensinando às crianças as aptidões emocionais e sociais que elas necessitam para manter a vida em equilíbrio.
inteligência_emocional;talvez a informação mais perturbadora deste livro venha de uma maciça pesquisa com pais e professores, que revela uma tendência mundial da atual geração infantil de ser mais sujeita a perturbações emocionais que a geração anterior: mais solitária e deprimida, mais revoltada e rebelde, mais nervosa e propensa a preocupar-se, mais impulsiva e agressiva.
inteligência_emocional;se há um remédio, acho que ele consiste na preparação de nossos jovens para a vida. atualmente, deixamos a educação emocional de nossos filhos ao acaso, com conseqüências cada vez mais desastrosas. uma das soluções é uma abordagem da parte das escolas em termos da educação do aluno como um todo, ou seja, juntando mente e coração na sala de aula. nossa viagem termina com visitas a escolas inovadoras, que visam dar às crianças rudimentos da inteligência emocional. já antevejo o dia em que o sistema educacional incluirá como prática rotineira a instilação de aptidões humanas essenciais como autoconsciência, autocontrole e empatia e das artes de ouvir, resolver conflitos e cooperar.
inteligência_emocional;"1 para que servem as emoções? é com o coração que se vê corretamente; o essencial é invisível aos olhos. antoine de saint-exupéry, o pequeno príncipe pensem nos últimos momentos de gary e mary jane chauncey, um casal inteiramente dedicado à filha andrea, de 11 anos, confinada a uma cadeira de rodas devido a uma paralisia cerebral. a família chauncey viajava num trem da amtrak que caiu num rio, depois que uma barcaça bateu e abalou as estruturas de uma ponte ferroviária, na região dos pântanos da louisiana. quando a água começou a invadir o trem, o casal, pensando primeiro na filha, fez o que pôde para salvar andrea; conseguiram entregá-la, através de uma das janelas, para a equipe de resgate. e morreram, quando o vagão afundou.1"
inteligência_emocional;a história de andrea, de pais cujo último ato heróico foi o de assegurar a sobrevivência da filha, capta um momento de coragem quase mítica. sem dúvida, esse tipo de sacrifício dos pais em benefício da prole é recorrente na história e pré- história humanas, e inúmeras vezes mais ao longo da evolução de nossa espécie.2 visto da perspectiva dos biólogos evolucionistas, esse auto-sacrifício dos pais está a serviço do “sucesso reprodutivo” na transmissão dos genes a futuras gerações. mas da perspectiva de um pai que, num momento de desespero, toma uma decisão como essa, trata-se simplesmente de amor.
inteligência_emocional;instinto de sobrevivência dos pais. do ponto de vista do intelecto, não há dúvida de que o auto-sacrifício desses pais foi irracional. sob a ótica do coração, entretanto, essa era a única atitude a ser tomada.
inteligência_emocional;"quando investigam por que a evolução da espécie humana deu à emoção um papel tão essencial em nosso psiquismo, os sociobiólogos verificam que, em momentos decisivos, ocorreu uma ascendência do coração sobre a razão. são as nossas emoções, dizem esses pesquisadores, que nos orientam quando diante de um impasse e quando temos de tomar providências importantes demais para que sejam deixadas a cargo unicamente do intelecto — em situações de perigo, na experimentação da dor causada por uma perda, na necessidade de não perder a perspectiva apesar dos percalços, na ligação com um companheiro, na formação de uma família. cada tipo de emoção que vivenciamos nos predispõe para uma ação imediata; cada uma sinaliza para uma direção que, nos recorrentes desafios enfrentados pelo ser humano ao longo da vida,4 provou ser a mais acertada. à medida que, ao longo da evolução humana, situações desse tipo foram se repetindo, a importância do repertório emocional utilizado para garantir a sobrevivência da nossa espécie foi atestada pelo fato de esse repertório ter ficado gravado no sistema nervoso humano como inclinações inatas e automáticas do coração."
